% STATION LAT=  42.36 DEG LONG= -71.09
% ROLLOFF = 12, Mode 4 MATCH = 1
% Each line is the average of 50 scans
% starting recording v>=2.00
% srt.cmd: line 21 : record g25.rad 0
% average of 50 scans
%2017 128 07 57 24 171.6 40.2 0.0 0.0 25.8 -1.6 1419.84 0.00781250 4 148
%freq	signal
1419.84000	3.7
1419.84781	4.2
1419.85562	6.2
1419.86344	11.0
1419.87125	19.9
1419.87906	33.8
1419.88687	54.3
1419.89469	72.6
1419.90250	102.8
1419.91031	103.0
1419.91812	103.0
1419.92594	102.8
1419.93375	103.2
1419.94156	103.3
1419.94937	103.0
1419.95719	103.2
1419.96500	103.3
1419.97281	103.5
1419.98062	103.6
1419.98844	104.8
1419.99625	104.8
1420.00406	104.3
1420.01187	111.4
1420.01969	104.6
1420.02750	105.1
1420.03531	105.5
1420.04312	105.3
1420.05094	106.4
1420.05875	106.4
1420.06656	106.9
1420.07437	107.4
1420.08219	107.7
1420.09000	107.8
1420.09781	108.4
1420.10562	108.3
1420.11344	109.1
1420.12125	109.1
1420.12906	109.3
1420.13687	109.7
1420.14469	109.7
1420.15250	109.9
1420.16031	109.7
1420.16812	109.7
1420.17594	109.7
1420.18375	109.5
1420.19156	109.2
1420.19937	109.1
1420.20719	109.0
1420.21500	109.6
1420.22281	109.5
1420.23062	109.2
1420.23844	109.6
1420.24625	109.6
1420.25406	110.1
1420.26187	110.1
1420.26969	110.1
1420.27750	110.6
1420.28531	110.9
1420.29312	110.2
1420.30094	110.7
1420.30875	111.7
1420.31656	111.1
1420.32437	110.8
1420.33219	111.4
1420.34000	111.4
1420.34781	111.8
1420.35562	111.7
1420.36344	112.2
1420.37125	112.1
1420.37906	112.3
1420.38687	112.9
1420.39469	113.0
1420.40250	113.2
1420.41031	113.3
1420.41812	112.8
1420.42594	113.7
1420.43375	113.0
1420.44156	113.1
1420.44937	113.0
1420.45719	113.3
1420.46500	114.0
1420.47281	114.0
1420.48062	113.7
1420.48844	115.0
1420.49625	115.5
1420.50406	116.1
1420.51187	116.8
1420.51969	116.8
1420.52750	116.6
1420.53531	116.2
1420.54312	116.7
1420.55094	117.3
1420.55875	116.9
1420.56656	116.5
1420.57437	117.0
1420.58219	116.6
1420.59000	117.3
1420.59781	118.9
1420.60562	119.2
1420.61344	117.8
1420.62125	115.2
1420.62906	112.9
1420.63687	111.5
1420.64469	110.7
1420.65250	110.3
1420.66031	110.4
1420.66812	110.3
1420.67594	110.4
1420.68375	110.7
1420.69156	110.0
1420.69937	110.3
1420.70719	110.0
1420.71500	110.0
1420.72281	110.1
1420.73062	110.4
1420.73844	110.5
1420.74625	110.7
1420.75406	110.8
1420.76187	111.2
1420.76969	110.9
1420.77750	111.1
1420.78531	110.9
1420.79312	110.5
1420.80094	110.3
1420.80875	109.4
1420.81656	109.0
1420.82437	109.0
1420.83219	108.3
1420.84000	108.0
1420.84781	107.5
1420.85562	107.3
1420.86344	107.2
1420.87125	106.9
1420.87906	107.1
1420.88687	106.9
1420.89469	106.6
1420.90250	106.8
1420.91031	106.9
1420.91812	106.6
1420.92594	106.5
1420.93375	107.1
1420.94156	72.3
1420.94937	52.3
1420.95719	33.2
1420.96500	18.7
1420.97281	9.1
1420.98062	4.0
1420.98844	1.8
% Each line is the average of 50 scans
% srt.cmd: line 22 : repeat 50
% average of 50 scans
%2017 128 08 03 41 173.7 40.3 0.0 0.0 25.7 -1.5 1419.84 0.00781250 4 148
%freq	signal
1419.84000	3.5
1419.84781	4.0
1419.85562	6.0
1419.86344	10.8
1419.87125	19.8
1419.87906	33.7
1419.88687	54.1
1419.89469	72.5
1419.90250	102.5
1419.91031	102.7
1419.91812	102.8
1419.92594	103.0
1419.93375	103.3
1419.94156	102.7
1419.94937	103.1
1419.95719	103.3
1419.96500	103.5
1419.97281	103.7
1419.98062	103.7
1419.98844	105.1
1419.99625	105.2
1420.00406	104.5
1420.01187	111.1
1420.01969	104.1
1420.02750	105.0
1420.03531	105.2
