% STATION LAT=  42.36 DEG LONG= -71.09
% ROLLOFF = 12, Mode 4 MATCH = 1
% Each line is the average of 50 scans
% starting recording v>=2.00
% srt.cmd: line 13 : record g15.rad 0
% average of 50 scans
%2017 128 07 06 59 164.0 30.3 0.0 0.0 15.8 -1.4 1419.84 0.00781250 4 148
%freq	signal
1419.84000	4.2
1419.84781	4.7
1419.85562	6.8
1419.86344	11.6
1419.87125	20.8
1419.87906	34.9
1419.88687	55.0
1419.89469	73.9
1419.90250	104.8
1419.91031	104.6
1419.91812	104.5
1419.92594	104.6
1419.93375	105.3
1419.94156	105.0
1419.94937	105.2
1419.95719	105.6
1419.96500	105.2
1419.97281	105.8
1419.98062	105.4
1419.98844	106.4
1419.99625	107.3
1420.00406	106.4
1420.01187	107.1
1420.01969	106.3
1420.02750	106.3
1420.03531	105.9
1420.04312	105.6
1420.05094	106.2
1420.05875	106.3
1420.06656	106.0
1420.07437	106.2
1420.08219	106.1
1420.09000	106.5
1420.09781	106.8
1420.10562	106.7
1420.11344	106.6
1420.12125	106.4
1420.12906	106.7
1420.13687	106.8
1420.14469	106.7
1420.15250	106.9
1420.16031	106.9
1420.16812	106.7
1420.17594	107.0
1420.18375	106.9
1420.19156	106.9
1420.19937	106.6
1420.20719	106.7
1420.21500	107.4
1420.22281	107.5
1420.23062	107.8
1420.23844	107.7
1420.24625	107.9
1420.25406	108.1
1420.26187	108.4
1420.26969	108.2
1420.27750	108.8
1420.28531	109.0
1420.29312	109.2
1420.30094	109.8
1420.30875	109.9
1420.31656	110.2
1420.32437	110.3
1420.33219	111.2
1420.34000	111.1
1420.34781	111.9
1420.35562	112.2
1420.36344	112.6
1420.37125	113.4
1420.37906	112.9
1420.38687	113.5
1420.39469	113.3
1420.40250	114.2
1420.41031	115.1
1420.41812	115.5
1420.42594	115.6
1420.43375	116.9
1420.44156	117.2
1420.44937	117.9
1420.45719	117.9
1420.46500	118.6
1420.47281	119.5
1420.48062	119.7
1420.48844	120.3
1420.49625	121.4
1420.50406	121.4
1420.51187	121.7
1420.51969	121.6
1420.52750	120.9
1420.53531	120.6
1420.54312	120.0
1420.55094	120.8
1420.55875	120.5
1420.56656	121.3
1420.57437	121.6
1420.58219	120.7
1420.59000	119.9
1420.59781	118.6
1420.60562	116.2
1420.61344	115.1
1420.62125	113.7
1420.62906	113.2
1420.63687	112.8
1420.64469	112.7
1420.65250	112.6
1420.66031	112.1
1420.66812	111.8
1420.67594	111.5
1420.68375	111.7
1420.69156	111.3
1420.69937	111.4
1420.70719	111.4
1420.71500	110.6
1420.72281	110.5
1420.73062	110.0
1420.73844	109.7
1420.74625	109.2
1420.75406	108.3
1420.76187	108.6
1420.76969	108.2
1420.77750	107.8
1420.78531	107.5
1420.79312	107.4
1420.80094	106.9
1420.80875	107.1
1420.81656	106.7
1420.82437	107.1
1420.83219	106.7
1420.84000	106.7
1420.84781	106.1
1420.85562	106.3
1420.86344	106.8
1420.87125	106.4
1420.87906	106.4
1420.88687	106.4
1420.89469	106.1
1420.90250	106.8
1420.91031	106.3
1420.91812	106.3
1420.92594	106.2
1420.93375	106.4
1420.94156	71.8
1420.94937	51.3
1420.95719	32.2
1420.96500	17.3
1420.97281	7.6
1420.98062	2.5
1420.98844	0.3
% Each line is the average of 50 scans
% srt.cmd: line 14 : repeat 50
% average of 50 scans
%2017 128 07 13 16 165.7 30.6 0.0 0.0 15.9 -1.5 1419.84 0.00781250 4 148
%freq	signal
1419.84000	4.2
1419.84781	4.7
1419.85562	6.8
1419.86344	11.7
1419.87125	20.8
1419.87906	34.9
1419.88687	55.1
1419.89469	73.9
1419.90250	105.1
1419.91031	104.9
1419.91812	104.9
1419.92594	104.8
1419.93375	105.0
1419.94156	105.0
1419.94937	105.3
1419.95719	105.0
1419.96500	105.6
1419.97281	106.0
1419.98062	105.8
1419.98844	105.9
1419.99625	108.0
1420.00406	106.3
1420.01187	107.8
1420.01969	106.5
1420.02750	105.8
1420.03531	106.2
1420.04312	105.7
