% STATION LAT=  42.36 DEG LONG= -71.09
% ROLLOFF = 12, Mode 4 MATCH = 1
% Each line is the average of 50 scans
% starting recording v>=2.00
% srt.cmd: line 25 : record g30.rad 0
% average of 50 scans
%2017 128 08 22 35 176.7 45.0 0.0 0.0 30.8 -1.5 1419.84 0.00781250 4 148
%freq	signal
1419.84000	4.6
1419.84781	5.1
1419.85562	7.2
1419.86344	12.0
1419.87125	20.9
1419.87906	34.8
1419.88687	55.1
1419.89469	73.5
1419.90250	103.7
1419.91031	103.6
1419.91812	103.2
1419.92594	103.5
1419.93375	104.0
1419.94156	103.6
1419.94937	103.3
1419.95719	103.8
1419.96500	103.8
1419.97281	104.0
1419.98062	104.0
1419.98844	105.2
1419.99625	106.1
1420.00406	104.6
1420.01187	114.5
1420.01969	104.7
1420.02750	105.0
1420.03531	104.3
1420.04312	105.0
1420.05094	105.3
1420.05875	106.0
1420.06656	106.4
1420.07437	106.5
1420.08219	107.3
1420.09000	107.3
1420.09781	108.4
1420.10562	108.8
1420.11344	109.1
1420.12125	109.1
1420.12906	109.6
1420.13687	110.4
1420.14469	110.5
1420.15250	110.8
1420.16031	110.8
1420.16812	110.7
1420.17594	110.9
1420.18375	110.6
1420.19156	110.4
1420.19937	111.1
1420.20719	111.6
1420.21500	111.4
1420.22281	111.3
1420.23062	111.4
1420.23844	111.4
1420.24625	111.2
1420.25406	111.4
1420.26187	111.4
1420.26969	110.4
1420.27750	110.1
1420.28531	110.3
1420.29312	109.8
1420.30094	110.4
1420.30875	109.9
1420.31656	110.4
1420.32437	111.1
1420.33219	110.8
1420.34000	111.4
1420.34781	111.8
1420.35562	111.8
1420.36344	111.9
1420.37125	112.8
1420.37906	113.0
1420.38687	113.8
1420.39469	113.4
1420.40250	113.3
1420.41031	113.5
1420.41812	113.5
1420.42594	113.1
1420.43375	113.2
1420.44156	112.6
1420.44937	112.9
1420.45719	113.6
1420.46500	114.3
1420.47281	115.2
1420.48062	115.4
1420.48844	115.5
1420.49625	115.9
1420.50406	116.4
1420.51187	116.4
1420.51969	116.1
1420.52750	116.8
1420.53531	117.5
1420.54312	117.9
1420.55094	118.8
