1419.840,2.80
1419.848,3.30
1419.856,5.50
1419.863,10.40
1419.871,19.70
1419.879,34.20
1419.887,54.90
1419.895,74.20
1419.902,104.90
1419.910,105.00
1419.918,105.50
1419.926,104.80
1419.934,105.20
1419.942,105.20
1419.949,105.50
1419.957,105.70
1419.965,105.30
1419.973,105.60
1419.981,105.60
1419.988,106.30
1419.996,108.80
1420.004,106.00
1420.012,107.90
1420.020,105.80
1420.027,106.30
1420.035,106.20
1420.043,105.60
1420.051,105.80
1420.059,105.90
1420.067,105.70
1420.074,105.90
1420.082,105.90
1420.090,106.60
1420.098,106.30
1420.106,106.40
1420.113,106.10
1420.121,106.20
1420.129,106.50
1420.137,106.90
1420.145,106.10
1420.152,106.70
1420.160,106.10
1420.168,107.00
1420.176,106.60
1420.184,106.90
1420.192,106.50
1420.199,106.60
1420.207,107.40
1420.215,107.40
1420.223,107.50
1420.231,107.70
1420.238,108.20
1420.246,108.40
1420.254,110.00
1420.262,110.80
1420.270,112.30
1420.277,114.40
1420.285,116.40
1420.293,118.60
1420.301,120.10
1420.309,121.90
1420.317,122.40
1420.324,123.00
1420.332,123.50
1420.340,125.00
1420.348,124.50
1420.356,125.30
1420.363,125.40
1420.371,125.30
1420.379,125.40
1420.387,124.30
1420.395,123.90
1420.402,123.20
1420.410,122.00
1420.418,121.10
1420.426,120.60
1420.434,119.00
1420.442,118.20
1420.449,117.20
1420.457,116.40
1420.465,115.50
1420.473,115.10
1420.481,113.30
1420.488,113.10
1420.496,112.40
1420.504,112.00
1420.512,111.90
1420.520,111.20
1420.527,110.90
1420.535,110.70
1420.543,110.70
1420.551,111.00
1420.559,110.50
1420.567,110.10
1420.574,110.00
1420.582,110.10
1420.590,109.90
1420.598,109.40
1420.606,109.80
1420.613,109.40
1420.621,109.70
1420.629,109.60
1420.637,109.80
1420.645,109.50
1420.652,109.90
1420.660,109.00
1420.668,109.00
1420.676,109.20
1420.684,109.40
1420.692,109.30
1420.699,109.40
1420.707,109.60
1420.715,109.20
1420.723,109.60
1420.731,109.80
1420.738,109.90
1420.746,110.00
1420.754,109.60
1420.762,109.70
1420.770,109.50
1420.777,109.70
1420.785,109.50
1420.793,110.40
1420.801,110.00
1420.809,109.70
1420.817,110.00
1420.824,110.30
1420.832,109.50
1420.840,110.00
1420.848,109.50
1420.856,110.10
1420.863,109.60
1420.871,109.80
1420.879,109.70
1420.887,110.00
1420.895,109.60
1420.902,109.60
1420.910,109.80
1420.918,110.00
1420.926,110.50
1420.934,109.80
1420.942,74.70
1420.949,53.60
1420.957,34.00
1420.965,18.90
1420.973,8.90
1420.981,3.60
1420.988,1.40
