1419.84000	4.5
1419.84781	5.0
1419.85562	7.1
1419.86344	12.1
1419.87125	21.3
1419.87906	35.6
1419.88687	56.0
1419.89469	75.3
1419.90250	106.2
1419.91031	106.6
1419.91812	106.3
1419.92594	107.1
1419.93375	107.0
1419.94156	106.5
1419.94937	107.0
1419.95719	106.8
1419.96500	106.8
1419.97281	106.8
1419.98062	107.0
1419.98844	107.5
1419.99625	108.9
1420.00406	107.4
1420.01187	109.0
1420.01969	107.1
1420.02750	107.0
1420.03531	107.0
1420.04312	106.9
1420.05094	107.2
1420.05875	107.0
1420.06656	107.0
1420.07437	107.1
1420.08219	107.1
1420.09000	107.3
1420.09781	107.3
1420.10562	107.3
1420.11344	107.5
1420.12125	107.0
1420.12906	107.2
1420.13687	108.1
1420.14469	108.0
1420.15250	107.8
1420.16031	107.4
1420.16812	107.9
1420.17594	108.2
1420.18375	107.7
1420.19156	108.1
1420.19937	107.6
1420.20719	108.1
1420.21500	107.5
1420.22281	107.5
1420.23062	107.8
1420.23844	107.5
1420.24625	108.2
1420.25406	107.6
1420.26187	107.3
1420.26969	106.7
1420.27750	107.2
1420.28531	107.3
1420.29312	107.5
1420.30094	107.5
1420.30875	107.9
1420.31656	107.8
1420.32437	108.3
1420.33219	108.3
1420.34000	108.6
1420.34781	108.8
1420.35562	108.6
1420.36344	109.1
1420.37125	109.7
1420.37906	110.1
1420.38687	110.5
1420.39469	110.8
1420.40250	111.2
1420.41031	111.6
1420.41812	112.2
1420.42594	112.9
1420.43375	113.6
1420.44156	114.8
1420.44937	115.7
1420.45719	116.8
1420.46500	117.9
1420.47281	118.7
1420.48062	120.1
1420.48844	121.0
1420.49625	121.7
1420.50406	122.9
1420.51187	124.4
1420.51969	125.3
1420.52750	125.4
1420.53531	122.5
1420.54312	121.4
1420.55094	122.4
1420.55875	124.6
1420.56656	124.9
1420.57437	122.9
1420.58219	122.0
1420.59000	120.5
1420.59781	119.0
1420.60562	117.9
1420.61344	117.1
1420.62125	116.7
1420.62906	115.5
1420.63687	115.9
1420.64469	115.3
1420.65250	114.6
1420.66031	114.2
1420.66812	113.8
1420.67594	113.3
1420.68375	112.5
1420.69156	111.5
1420.69937	111.6
1420.70719	110.9
1420.71500	109.7
1420.72281	110.1
1420.73062	109.6
1420.73844	109.2
1420.74625	108.4
1420.75406	108.8
1420.76187	108.5
1420.76969	108.2
1420.77750	108.1
1420.78531	108.3
1420.79312	107.7
1420.80094	107.8
1420.80875	107.4
1420.81656	107.1
1420.82437	107.5
1420.83219	107.4
1420.84000	107.0
1420.84781	107.6
1420.85562	107.0
1420.86344	107.6
1420.87125	107.6
1420.87906	107.1
1420.88687	107.2
1420.89469	107.3
1420.90250	107.3
1420.91031	107.1
1420.91812	106.9
1420.92594	106.6
1420.93375	107.0
1420.94156	72.5
1420.94937	51.4
1420.95719	32.2
1420.96500	17.1
1420.97281	7.3
1420.98062	2.1
1420.98844	-0.1
% stopping recording
% last line
