% STATION LAT=  42.36 DEG LONG= -71.09
% ROLLOFF = 12, Mode 4 MATCH = 1
% Each line is the average of 1 scans
% starting recording v>=2.00
% srt.cmd: line 6 : record g140.rad 	
% average of 1 scans
%2017 129 13 16 50 45.1 54.5 0.0 0.0 140.2 0.1 1419.84 0.00781250 4 148
%freq,signal
1419.840,5.50
1419.848,6.00
1419.856,8.10
1419.863,13.00
1419.871,22.20
1419.879,37.00
1419.887,57.90
1419.895,75.70
1419.902,109.70
1419.910,106.60
1419.918,105.40
1419.926,106.40
1419.934,107.40
1419.942,106.70
1419.949,105.60
1419.957,107.40
1419.965,107.40
1419.973,106.70
1419.981,107.80
1419.988,105.80
1419.996,110.20
1420.004,107.00
1420.012,110.70
1420.020,108.20
1420.027,107.30
1420.035,107.50
1420.043,106.80
1420.051,108.30
1420.059,105.10
1420.067,104.80
1420.074,106.70
1420.082,102.90
1420.090,109.20
1420.098,107.70
1420.106,107.70
1420.113,105.00
1420.121,109.50
1420.129,106.30
1420.137,107.10
1420.145,109.70
1420.152,106.00
1420.160,107.10
1420.168,106.20
1420.176,109.40
1420.184,111.10
1420.192,107.00
1420.199,109.80
1420.207,104.40
1420.215,104.70
1420.223,105.40
1420.231,107.90
1420.238,110.20
1420.246,112.70
1420.254,106.80
1420.262,105.10
1420.270,105.80
1420.277,108.00
1420.285,101.80
1420.293,105.50
1420.301,106.50
1420.309,104.20
1420.317,106.20
1420.324,109.70
1420.332,109.30
1420.340,108.10
1420.348,106.50
1420.356,107.50
1420.363,111.40
1420.371,108.40
1420.379,112.20
1420.387,114.10
1420.395,118.40
1420.402,117.30
1420.410,118.10
1420.418,116.00
1420.426,119.90
1420.434,117.70
1420.442,117.60
1420.449,117.00
1420.457,116.80
1420.465,116.20
1420.473,118.10
1420.481,117.10
1420.488,119.80
1420.496,116.40
1420.504,114.50
1420.512,116.90
1420.520,119.70
1420.527,115.80
1420.535,118.10
1420.543,115.10
1420.551,114.70
1420.559,117.10
1420.567,116.90
1420.574,118.20
1420.582,117.60
1420.590,122.20
1420.598,122.70
1420.606,122.30
1420.613,125.20
1420.621,119.80
1420.629,121.90
1420.637,122.70
1420.645,117.00
1420.652,123.00
1420.660,116.30
1420.668,118.50
1420.676,118.60
1420.684,117.40
1420.692,117.10
1420.699,114.90
1420.707,113.50
1420.715,116.50
1420.723,114.20
1420.731,114.40
1420.738,113.70
1420.746,115.80
1420.754,111.90
1420.762,114.30
1420.770,113.70
1420.777,112.70
1420.785,112.40
1420.793,111.00
