% STATION LAT=  42.36 DEG LONG= -71.09
% ROLLOFF = 12, Mode 4 MATCH = 1
% Each line is the average of 50 scans
% starting recording v>=2.00
% srt.cmd: line 17 : record g20.rad 0
% average of 50 scans
%2017 128 07 32 12 167.6 35.2 0.0 0.0 20.7 -1.5 1419.84 0.00781250 4 148
%freq	signal
1419.84000	4.0
1419.84781	4.5
1419.85562	6.6
1419.86344	11.4
1419.87125	20.4
1419.87906	34.4
1419.88687	54.9
1419.89469	73.2
1419.90250	103.8
1419.91031	104.0
1419.91812	104.0
1419.92594	103.9
1419.93375	104.0
1419.94156	104.2
1419.94937	104.2
1419.95719	104.1
1419.96500	104.6
1419.97281	105.0
1419.98062	105.2
1419.98844	106.1
1419.99625	107.8
1420.00406	106.5
1420.01187	110.8
1420.01969	106.3
1420.02750	106.3
1420.03531	106.8
1420.04312	106.8
1420.05094	107.0
1420.05875	107.3
1420.06656	106.7
1420.07437	107.1
1420.08219	107.0
1420.09000	107.5
1420.09781	107.3
1420.10562	107.5
1420.11344	107.6
1420.12125	108.1
1420.12906	108.1
1420.13687	109.0
1420.14469	108.6
1420.15250	108.2
1420.16031	108.3
1420.16812	107.9
1420.17594	108.3
1420.18375	108.3
1420.19156	108.2
1420.19937	108.2
1420.20719	108.2
1420.21500	108.9
1420.22281	108.2
1420.23062	108.8
1420.23844	108.7
1420.24625	108.9
1420.25406	109.0
1420.26187	109.3
1420.26969	109.2
1420.27750	109.6
1420.28531	109.9
1420.29312	109.3
1420.30094	110.7
1420.30875	111.1
1420.31656	111.3
1420.32437	111.8
1420.33219	111.8
1420.34000	112.0
1420.34781	112.4
1420.35562	112.6
1420.36344	112.3
1420.37125	113.6
1420.37906	113.4
1420.38687	113.9
1420.39469	113.9
1420.40250	114.0
1420.41031	114.0
1420.41812	114.5
1420.42594	114.3
1420.43375	114.9
1420.44156	114.6
1420.44937	114.9
1420.45719	115.5
1420.46500	116.2
1420.47281	116.4
1420.48062	117.3
1420.48844	117.8
1420.49625	118.6
1420.50406	118.2
1420.51187	119.3
1420.51969	118.5
1420.52750	118.7
1420.53531	118.6
1420.54312	119.0
1420.55094	118.3
1420.55875	119.0
1420.56656	119.4
1420.57437	119.3
1420.58219	120.2
1420.59000	120.1
1420.59781	120.9
1420.60562	119.4
1420.61344	117.1
1420.62125	115.1
1420.62906	113.4
1420.63687	112.7
1420.64469	111.9
1420.65250	111.6
1420.66031	111.3
1420.66812	111.3
1420.67594	111.7
1420.68375	111.4
1420.69156	111.0
1420.69937	112.0
1420.70719	111.5
1420.71500	111.7
1420.72281	111.5
1420.73062	111.6
1420.73844	111.0
1420.74625	111.3
1420.75406	111.3
1420.76187	110.7
1420.76969	110.5
1420.77750	110.1
1420.78531	110.0
1420.79312	109.4
1420.80094	108.8
1420.80875	108.5
1420.81656	107.9
1420.82437	107.9
1420.83219	107.9
1420.84000	107.5
1420.84781	106.9
1420.85562	107.6
1420.86344	106.7
1420.87125	107.5
1420.87906	107.6
1420.88687	107.5
1420.89469	106.5
1420.90250	107.5
1420.91031	107.2
1420.91812	107.3
1420.92594	107.1
1420.93375	106.9
1420.94156	72.8
1420.94937	52.5
1420.95719	33.4
1420.96500	18.6
1420.97281	8.9
1420.98062	3.8
1420.98844	1.6
% Each line is the average of 50 scans
% srt.cmd: line 18 : repeat 50
% average of 50 scans
%2017 128 07 38 28 169.3 35.6 0.0 0.0 20.8 -1.5 1419.84 0.00781250 4 148
%freq	signal
1419.84000	3.9
1419.84781	4.4
1419.85562	6.5
1419.86344	11.3
1419.87125	20.3
1419.87906	34.3
1419.88687	54.7
1419.89469	73.4
1419.90250	103.2
1419.91031	103.8
1419.91812	103.6
1419.92594	103.7
1419.93375	104.3
1419.94156	104.3
1419.94937	104.1
1419.95719	104.7
1419.96500	104.4
1419.97281	105.3
1419.98062	105.2
1419.98844	105.5
1419.99625	106.0
1420.00406	106.1
1420.01187	109.8
1420.01969	106.2
1420.02750	106.0
1420.03531	106.1
1420.04312	106.5
1420.05094	107.1
1420.05875	107.0
1420.06656	106.9
1420.07437	107.0
1420.08219	107.2
1420.09000	107.1
1420.09781	108.0
1420.10562	107.7
1420.11344	107.7
1420.12125	108.0
1420.12906	108.2
1420.13687	108.4
1420.14469	108.3
1420.15250	108.2
1420.16031	108.4
1420.16812	107.8
1420.17594	108.5
1420.18375	108.0
1420.19156	107.7
