% STATION LAT=  42.36 DEG LONG= -71.09
% ROLLOFF = 12, Mode 4 MATCH = 1
% Each line is the average of 5 scans
% starting recording v>=2.00
% srt.cmd: line 7 : record g180.rad 	
% average of 5 scans
% average of 1 scans
%2017 123 01 57 23 293.7 17.3 0.0 0.0 180.2 0.3 1419.84 0.00781250 4 148
%freq,signal
1419.840,2.60
1419.848,3.10
1419.856,5.20
1419.863,10.30
1419.871,19.70
1419.879,34.60
1419.887,55.40
1419.895,75.40
1419.902,107.90
1419.910,106.70
1419.918,106.40
1419.926,108.50
1419.934,107.70
1419.942,107.10
1419.949,107.50
1419.957,107.40
1419.965,107.20
1419.973,107.50
1419.981,108.10
1419.988,107.60
1419.996,108.20
1420.004,108.40
1420.012,108.90
1420.020,108.50
1420.027,107.20
1420.035,108.00
1420.043,108.50
1420.051,108.20
1420.059,108.20
1420.067,107.60
1420.074,109.40
1420.082,107.90
1420.090,107.80
1420.098,109.00
1420.106,109.60
1420.113,109.20
1420.121,109.50
1420.129,108.00
1420.137,108.70
1420.145,107.90
1420.152,108.10
1420.160,109.70
1420.168,108.80
1420.176,110.80
1420.184,109.50
1420.192,111.90
1420.199,111.90
1420.207,114.80
1420.215,116.10
1420.223,118.60
1420.231,121.60
1420.238,122.50
1420.246,122.90
1420.254,125.30
1420.262,126.40
1420.270,128.10
1420.277,126.70
1420.285,128.50
1420.293,127.20
1420.301,126.10
1420.309,124.90
1420.317,121.70
1420.324,122.80
1420.332,121.30
1420.340,120.60
1420.348,119.40
1420.356,117.40
1420.363,117.70
1420.371,115.80
1420.379,115.80
1420.387,114.10
1420.395,112.30
1420.402,114.40
1420.410,112.50
1420.418,112.00
1420.426,112.70
1420.434,113.20
1420.442,112.50
1420.449,111.10
1420.457,111.90
1420.465,111.50
1420.473,111.30
1420.481,113.20
1420.488,112.50
1420.496,111.50
1420.504,111.10
1420.512,111.10
1420.520,111.90
1420.527,111.60
1420.535,111.90
1420.543,110.90
1420.551,110.60
