1419.840,3.90
1419.848,4.40
1419.856,6.30
1419.863,10.70
1419.871,18.70
1419.879,31.50
1419.887,49.50
1419.895,66.20
1419.902,93.80
1419.910,93.70
1419.918,94.60
1419.926,92.80
1419.934,93.80
1419.942,93.70
1419.949,94.40
1419.957,93.60
1419.965,94.50
1419.973,94.60
1419.981,94.70
1419.988,95.20
1419.996,98.20
1420.004,94.40
1420.012,98.60
1420.020,94.70
1420.027,94.00
1420.035,95.90
1420.043,94.50
1420.051,95.00
1420.059,94.70
1420.067,94.10
1420.074,95.50
1420.082,95.00
1420.090,95.10
1420.098,93.90
1420.106,95.20
1420.113,95.30
1420.121,95.20
1420.129,94.70
1420.137,95.00
1420.145,95.80
1420.152,95.30
1420.160,95.10
1420.168,95.40
1420.176,95.40
1420.184,95.30
1420.192,94.90
1420.199,94.90
1420.207,95.50
1420.215,94.90
1420.223,94.60
1420.231,94.90
1420.238,94.90
1420.246,94.90
1420.254,95.10
1420.262,95.40
1420.270,94.30
1420.277,95.20
1420.285,94.00
1420.293,95.40
1420.301,94.20
1420.309,95.60
1420.317,95.40
1420.324,94.60
1420.332,95.80
1420.340,95.10
1420.348,95.80
1420.356,95.40
1420.363,95.60
1420.371,95.40
1420.379,95.10
1420.387,96.20
1420.395,95.30
1420.402,95.60
1420.410,96.00
1420.418,96.50
1420.426,96.40
1420.434,96.70
1420.442,97.40
1420.449,95.70
1420.457,96.40
1420.465,97.20
1420.473,97.60
1420.481,98.70
1420.488,99.00
1420.496,100.50
1420.504,102.50
1420.512,105.40
1420.520,107.20
1420.527,109.80
1420.535,111.50
1420.543,111.00
1420.551,112.10
1420.559,110.80
1420.567,110.80
1420.574,109.70
1420.582,109.70
1420.590,110.00
1420.598,109.90
1420.606,108.90
1420.613,106.40
1420.621,106.20
1420.629,106.30
1420.637,105.30
1420.645,104.50
1420.652,104.00
1420.660,103.60
1420.668,103.00
1420.676,102.40
1420.684,102.00
1420.692,101.60
1420.699,100.90
1420.707,101.50
1420.715,100.40
1420.723,102.00
1420.731,101.00
1420.738,100.80
1420.746,102.10
1420.754,102.00
1420.762,102.40
1420.770,102.90
1420.777,103.50
1420.785,103.40
1420.793,103.40
1420.801,102.90
1420.809,102.20
1420.817,102.00
1420.824,101.70
1420.832,101.50
1420.840,102.20
1420.848,101.70
1420.856,101.60
1420.863,102.60
1420.871,102.10
1420.879,102.70
1420.887,102.00
1420.895,102.10
1420.902,103.40
1420.910,103.30
1420.918,103.80
1420.926,103.60
1420.934,103.30
1420.942,70.50
1420.949,50.20
1420.957,31.50
1420.965,16.90
1420.973,7.50
1420.981,2.60
1420.988,0.50
