1419.840,3.70
1419.848,4.20
1419.856,6.20
1419.863,10.70
1419.871,19.10
1419.879,32.30
1419.887,51.40
1419.895,68.80
1419.902,97.70
1419.910,97.10
1419.918,97.60
1419.926,97.30
1419.934,97.40
1419.942,97.20
1419.949,97.40
1419.957,97.10
1419.965,97.40
1419.973,98.00
1419.981,97.90
1419.988,97.70
1419.996,98.60
1420.004,97.90
1420.012,98.30
1420.020,98.30
1420.027,98.10
1420.035,97.60
1420.043,98.20
1420.051,98.20
1420.059,97.80
1420.067,97.90
1420.074,98.00
1420.082,97.50
1420.090,98.40
1420.098,98.70
1420.106,98.10
1420.113,98.50
1420.121,98.50
1420.129,98.30
1420.137,98.80
1420.145,98.30
1420.152,98.30
1420.160,98.50
1420.168,98.20
1420.176,98.50
1420.184,98.70
1420.192,97.90
1420.199,98.70
1420.207,98.00
1420.215,98.80
1420.223,98.70
1420.231,98.70
1420.238,98.60
1420.246,98.30
1420.254,98.20
1420.262,98.60
1420.270,98.70
1420.277,98.50
1420.285,98.80
1420.293,98.80
1420.301,98.40
1420.309,98.60
1420.317,98.50
1420.324,99.00
1420.332,98.70
1420.340,99.10
1420.348,99.20
1420.356,99.10
1420.363,99.50
1420.371,99.60
1420.379,99.50
1420.387,100.10
1420.395,100.80
1420.402,101.50
1420.410,102.60
1420.418,104.30
1420.426,106.40
1420.434,108.00
1420.442,108.60
1420.449,109.30
1420.457,109.80
1420.465,110.10
1420.473,110.30
1420.481,110.40
1420.488,110.20
1420.496,110.60
1420.504,109.90
1420.512,109.20
1420.520,107.90
1420.527,106.50
1420.535,105.20
1420.543,105.00
1420.551,104.60
1420.559,104.80
1420.567,104.30
1420.574,104.50
1420.582,104.80
1420.590,104.90
1420.598,105.10
1420.606,106.00
1420.613,106.60
1420.621,107.10
1420.629,107.80
1420.637,108.30
1420.645,109.20
1420.652,109.60
1420.660,109.70
1420.668,110.10
1420.676,110.10
1420.684,110.60
1420.692,110.90
1420.699,110.70
1420.707,111.10
1420.715,111.30
1420.723,110.60
1420.731,110.30
1420.738,109.90
1420.746,108.70
1420.754,108.30
1420.762,107.70
1420.770,106.60
1420.777,105.80
1420.785,105.50
1420.793,105.70
1420.801,104.60
1420.809,104.40
1420.817,104.20
1420.824,104.60
1420.832,104.10
1420.840,104.30
1420.848,104.40
1420.856,104.00
1420.863,103.50
1420.871,103.30
1420.879,103.80
1420.887,103.30
1420.895,103.60
1420.902,102.80
1420.910,103.00
1420.918,102.70
1420.926,102.50
1420.934,102.70
1420.942,69.50
1420.949,49.80
1420.957,31.50
1420.965,17.40
1420.973,8.20
1420.981,3.30
1420.988,1.30
